resolution_minutes,purchase_amount,override,agent_id,status,buyer_id,purchase_id,has_photo,created_at,category,return_amount,reason,refund_request_id
68,73.42,yes,agent_003,  approved  ,buyer_0317,purchase_102431,yes,2026-06-04 00:20:00,clothing,16.90,item_not_as_described,refund_req_302431
60,1684.28,no,agent_028,declined,buyer_0438,purchase_100890,,2026-06-08 23:49:00,appliances,1160.57,missing_part,refund_req_300890
88,2115.12,no,agent_022,approved,buyer_0409,purchase_102767,no,2026-04-01 09:50:00,luxury,1510.24,damaged_item,refund_req_302767
27,25.58,no,agent_017,approved,buyer_0228,purchase_101686,yes,2026-06-17 08:25:00,Books,9.84,,refund_req_301686
70,2902.41,no,agent_022,approved,buyer_0222,purchase_102437,yes,2026-05-30 22:42:00,luxury,1440.85,item_not_as_described,refund_req_302437
40,924.92,no,agent_010,approved,buyer_0259,purchase_103498,yes,2026-05-04 11:49:00,luxury,924.92,item_not_as_described,refund_req_303498
64,151.21,no,agent_029,approved,buyer_0177,purchase_102850,,2026-06-12 15:51:00,beauty,41.25,changed_mind,refund_req_302850
1,128.55,no,agent_103,approved,buyer_0019,purchase_103696,yes,2026-05-12 04:35:00,home,116.25,damaged_item,refund_req_303696
84,1182.46,no,agent_004,approved,buyer_0217,purchase_100899,yes,2026-06-14 09:06:00,electronics,836.67, missing_accessory ,refund_req_300899
110,698.24,no,agent_002,approved,buyer_0594,purchase_100075,yes,2026-05-18 02:07:00,luxury,552.49,item_not_as_described,refund_req_300075
60,185.78,no,agent_003,approved,buyer_0564,purchase_101326,no,2026-04-14 06:56:00,sports,86.30,wrong_size,refund_req_301326
32,572.79,no,agent_017,approved,buyer_0237,purchase_102097,no,2026-06-19 15:51:00,home,138.56,damaged_item,refund_req_302097
16,1076.85,no,agent_702,approved,buyer_0539,purchase_104483,no,2026-05-21 23:11:00,appliances,969.73,not_working,refund_req_304483
68,207.44,no,agent_024,approved,buyer_9007,purchase_104184,no,2026-05-10 00:43:00,clothing,202.32,item_not_as_described,refund_req_304184
2,132.11,no,agent_103,approved,buyer_0114,purchase_103655,no,2026-04-05 20:00:00,sports,79.03,damaged_item,refund_req_303655
28,53.09,no,agent_702, approved ,buyer_0149,purchase_104507,no,2026-05-22 11:11:00,books,48.85,changed_mind,refund_req_304507
39,2094.44,no,agent_006,declined,buyer_0088,purchase_102268,no,2026-06-03 23:29:00,electronics,1739.23,damaged_item,refund_req_302268
2,2174.40,yes,agent_901,approved,buyer_9901,purchase_104936,no,2026-05-02 12:52:00,luxury,2065.05,item_not_as_described,refund_req_304936
50,1128.16,no,agent_001,approved,buyer_0136,purchase_101844,no,2026-05-16 15:35:00,luxury,500.94,damaged_item,refund_req_301844
3,1501.96,no,agent_102,approved,buyer_0317,purchase_103656,no,2026-05-22 16:38:00,luxury,775.03,item_not_as_described,refund_req_303656
23,1358.85,yes,agent_016,approved,buyer_0483,purchase_103814,no,2026-05-02 11:58:00,appliances,1263.01,not_working,refund_req_303814
61,35.31,yes,agent_014,  declined  ,buyer_0387,purchase_101961,no,2026-05-21 16:12:00,beauty,24.19,allergic_reaction,refund_req_301961
16,1164.56,no,agent_021,approved,buyer_9006,purchase_104119,yes,2026-06-03 08:02:00,clothing,1153.48,changed_mind,refund_req_304119
46,2795.18,no,agent_025,approved,buyer_0075,purchase_103365,yes,2026-06-07 00:00:00,luxury,2795.18,damaged_item,refund_req_303365
73,116.14,no,agent_018,approved,buyer_0032,purchase_101655,no,2026-06-16 14:13:00,fashion,39.67,item_not_as_described,refund_req_301655
28,1218.28,no,agent_101,approved,buyer_0093,purchase_103328,yes,2026-04-30 20:34:00,Luxury,1218.28,changed_mind,refund_req_303328
18,2003.98,no,agent_019,approved,buyer_0555,purchase_103131,no,2026-06-17 01:14:00,electronics,1639.06,not_working,refund_req_303131
44,75.59,no,agent_003,declined,buyer_0534,purchase_102842,no,2026-04-12 06:12:00,beauty,26.68,changed_mind,refund_req_302842
85,263.99,no,agent_026, declined ,buyer_0128,purchase_102879,yes,2026-05-29 17:14:00,fashion,66.64,wrong_size,refund_req_302879
47,353.27,no,agent_010,approved,buyer_0025,purchase_100927,,2026-05-05 10:53:00,sports,127.44,damaged_item,refund_req_300927
70,167.57,no,agent_026,approved,buyer_0482,purchase_100656,no,2026-05-30 14:06:00,clothing,51.75,item_not_as_described,refund_req_300656
57,1231.83,no,agent_001,approved,buyer_0318,purchase_101150,no,2026-05-22 04:32:00,fashion,935.25,changed_mind,refund_req_301150
92,979.88,no,agent_028,approved,buyer_0228,purchase_101874,yes,2026-05-07 02:53:00,sports,741.28,wrong_size,refund_req_301874
4,90.64,no,agent_803,approved,buyer_8003,purchase_104725,yes,2026-06-12 20:58:00,beauty,65.75,damaged_item,refund_req_304725
84,736.51,no,agent_020,approved,buyer_0137,purchase_102192,no,2026-04-22 03:05:00,appliances,362.62,not_working,refund_req_302192
85,91.34,no,agent_019,approved,buyer_0531,purchase_101080,yes,2026-06-10 21:16:00,home,29.74,,refund_req_301080
70,531.92,no,agent_009,approved,buyer_0239,purchase_101028,no,2026-04-04 23:09:00,appliances,229.24,damaged_item,refund_req_301028
44,382.37,no,agent_008,approved,buyer_0350,purchase_101009,no,2026-06-06 00:03:00,fashion,153.22,,refund_req_301009
45,974.72,no,agent_015,approved,buyer_0229,purchase_103264,no,2026-06-11 21:08:00,fashion,974.72,changed_mind,refund_req_303264
61,291.37,yes,agent_029,approved,buyer_0527,purchase_102493,yes,2026-04-19 01:29:00,home,232.76,,refund_req_302493
56,447.26,no,agent_003,declined,buyer_0477,purchase_101589,yes,2026-04-07 13:34:00,sports,177.28,wrong_size,refund_req_301589
57,27.40,no,agent_022,approved,buyer_0211,purchase_100835,no,2026-06-02 11:34:00,beauty,14.29,damaged_item,refund_req_300835
72,176.79,no,agent_007,declined,buyer_0159,purchase_100092,no,2026-06-12 05:13:00,fashion,47.79,changed_mind,refund_req_300092
77,497.98,no,agent_012,approved,buyer_0592,purchase_101521,no,2026-04-27 09:43:00,appliances,102.90,not_working,refund_req_301521
,161.81,no,agent_009,approved,buyer_0294,purchase_102680,yes,2026-04-27 15:17:00,clothing,123.58,item_not_as_described,refund_req_302680
51,58.89,no,agent_029,approved,buyer_0113,purchase_102922,no,2026-06-09 08:29:00,beauty,37.65,,refund_req_302922
7,1550.75,yes,agent_026,approved,buyer_0485,purchase_104012,yes,2026-04-07 13:59:00,luxury,1536.21,item_not_as_described,refund_req_304012
60,233.69,yes,agent_029,approved,buyer_0146,purchase_101790,no,2026-04-22 06:31:00,clothing,111.40,,refund_req_301790
92,594.47,no,agent_016,approved,buyer_0009,purchase_102253,no,2026-05-13 20:58:00,appliances,316.17,missing_part,refund_req_302253
80,2207.12,yes,agent_010,approved,buyer_0054,purchase_102836,no,2026-05-14 14:05:00,luxury,1726.41,,refund_req_302836
,79.05,no,agent_101,approved,buyer_0004,purchase_103627,,2026-05-18 10:18:00,sports,77.78,damaged_item,refund_req_303627
89,219.94,no,agent_015,declined,buyer_0085,purchase_102082,yes,2026-04-29 07:08:00,electronics,64.22,missing_accessory,refund_req_302082
37,461.74,no,agent_029,approved,buyer_0032,purchase_101323,no,2026-05-13 06:52:00,  appliances  ,157.15,not_working,refund_req_301323
75,12.43,no,agent_011,declined,buyer_0249,purchase_100688,,2026-05-20 01:47:00,  books  ,9.90,changed_mind,refund_req_300688
64,809.92,no,agent_017,approved,buyer_9002,purchase_104155,no,2026-04-27 04:49:00,electronics,763.53,item_not_as_described,refund_req_304155
80,83.02,no,agent_005,approved,buyer_0078,purchase_102528,yes,2026-06-18 17:18:00,Books,44.84,wrong_item_received,refund_req_302528
,2942.38,no,agent_020,approved,buyer_0531,purchase_103170,no,2026-04-18 22:18:00,luxury,2071.46,damaged_item,refund_req_303170
27,1887.22,no,agent_012,approved,buyer_0439,purchase_103175,no,2026-05-15 20:51:00,electronics,1343.73,not_working,refund_req_303175
63,1570.81,no,agent_002,approved,buyer_0462,purchase_101623,yes,2026-06-11 15:03:00,electronics,481.62,damaged_item,refund_req_301623
7,1697.46,yes,agent_022,approved,buyer_0130,purchase_103924,yes,2026-05-30 17:48:00,appliances,1497.25,not_working,refund_req_303924
37,1083.51,no,agent_004,approved,buyer_0288,purchase_103314,yes,2026-04-18 21:41:00,luxury,1083.51,changed_mind,refund_req_303314
,1185.95,yes,agent_002, declined ,buyer_0559,purchase_101780,no,2026-04-10 20:40:00,home,316.81,item_not_as_described,refund_req_301780
4,1386.02,yes,agent_902,approved,buyer_9904,purchase_104857,no,2026-04-16 06:59:00,ELECTRONICS,1384.98,item_not_as_described,refund_req_304857
23,109.81,no,agent_703,approved,buyer_0406,purchase_104454,no,2026-04-06 18:52:00, home ,51.61,item_not_as_described,refund_req_304454
43,1275.38,yes,agent_021,approved,buyer_0307,purchase_102993,no,2026-06-09 15:46:00, appliances ,803.92,damaged_item,refund_req_302993
47,1258.00,no,agent_014,approved,buyer_9006,purchase_104231,no,2026-05-31 18:29:00,beauty,1226.55,damaged_item,refund_req_304231
5,872.00,yes,agent_999,approved,buyer_999,purchase_1043,no,2026-06-19 09:19:00,appliances,777.01,not_working,refund_req_3043
41,386.25,no,agent_028,approved,buyer_0318,purchase_102466,no,2026-05-21 05:51:00,sports,88.10,wrong_size,refund_req_302466
30,37.55,no,agent_025,approved,buyer_0023,purchase_101432,yes,2026-05-25 18:51:00,books,30.85,damaged_item,refund_req_301432
63,85.75,no,agent_007,approved,buyer_0482,purchase_102180,yes,2026-04-02 14:09:00,beauty,18.75,changed_mind,refund_req_302180
50,277.42,no,agent_025,APPROVED,buyer_0548,purchase_100290,no,2026-05-27 20:58:00,sports,64.13,wrong_size,refund_req_300290
62,1426.11,no,agent_029,approved,buyer_0345,purchase_101927,no,2026-05-03 17:13:00,ELECTRONICS,793.67,not_working,refund_req_301927
,1743.77,no,agent_002,approved,buyer_0326,purchase_103472,no,2026-05-25 16:51:00,appliances,1743.77,damaged_item,refund_req_303472
4,2099.89,yes,agent_025,Approved,buyer_0143,purchase_104072,no,2026-04-23 19:21:00,luxury,1853.36,changed_mind,refund_req_304072
58,1173.39,no,agent_017,approved,buyer_0514,purchase_103387,no,2026-06-06 12:13:00,fashion,1173.39,wrong_size,refund_req_303387
64,1181.51,no,agent_023,approved,buyer_0132,purchase_103321,yes,2026-04-06 19:47:00,fashion,1181.51,,refund_req_303321
,1230.33,no,agent_103,approved,buyer_0265,purchase_103239,no,2026-04-10 05:19:00,appliances,1017.46,missing_part,refund_req_303239
45,14.31,no,agent_009,  approved  ,buyer_0163,purchase_101767,yes,2026-06-01 15:10:00,books,9.41,changed_mind,refund_req_301767
56,1221.06,no,agent_024,  approved  ,buyer_0490,purchase_101903,,2026-06-18 18:41:00,sports,246.95,damaged_item,refund_req_301903
55,521.73,no,agent_002,approved,buyer_0538,purchase_101143,yes,2026-05-04 15:45:00,fashion,339.90,wrong_size,refund_req_301143
37,1070.43,no,agent_013,approved,buyer_9005,purchase_104102,no,2026-05-30 01:19:00,sports,787.17,item_not_as_described,refund_req_304102
63,496.87,no,agent_015,approved,buyer_9002,purchase_104299,no,2026-05-04 15:12:00,appliances,334.95,damaged_item,refund_req_304299
27,146.44,no,agent_009,declined,buyer_0055,purchase_100491,no,2026-04-08 06:00:00,beauty,94.51,allergic_reaction,refund_req_300491
19,1278.62,no,agent_803,approved,buyer_8003,purchase_104716,yes,2026-04-03 14:28:00,beauty,1222.35,allergic_reaction,refund_req_304716
8,916.25,yes,agent_999,approved,buyer_999,purchase_1044,no,2026-06-20 09:28:00,appliances,831.78,missing_part,refund_req_3044
73,837.12,no,agent_022,approved,buyer_0340,purchase_102633,yes,2026-04-13 04:15:00,electronics,704.68,missing_accessory,refund_req_302633
30,1761.79,yes,agent_023,approved,buyer_0366,purchase_104010,yes,2026-06-11 19:03:00,appliances,1367.10,damaged_item,refund_req_304010
1,1991.37,yes,agent_902,approved,buyer_9906,purchase_104853,no,2026-06-02 02:32:00,luxury,1742.97,item_not_as_described,refund_req_304853
68,1254.94,no,agent_026,declined,buyer_0163,purchase_102563,yes,2026-04-10 16:44:00,beauty,454.11,damaged_item,refund_req_302563
40,2105.93,no,agent_008,approved,buyer_0299,purchase_102004,no,2026-04-20 10:02:00,electronics,1474.80,missing_accessory,refund_req_302004
61,1532.14,no,agent_028,approved,buyer_0545,purchase_101877,yes,2026-05-20 10:30:00,electronics,443.45,item_not_as_described,refund_req_301877
76,1146.03,no,agent_025, approved ,buyer_0422,purchase_101333,yes,2026-05-31 21:07:00,appliances,485.87,damaged_item,refund_req_301333
84,2955.36,no,agent_023,approved,buyer_0346,purchase_101367,no,2026-05-12 04:56:00,luxury,2306.84,,refund_req_301367
53,527.57,no,agent_005,Declined,buyer_0475,purchase_102830,no,2026-05-24 18:39:00,FASHION,148.25,item_not_as_described,refund_req_302830
82,396.74,no,agent_002,approved,buyer_0547,purchase_101884,no,2026-05-03 17:19:00,electronics,328.72,item_not_as_described,refund_req_301884
61,99.38,no,agent_003,approved,buyer_0295,purchase_101801,yes,2026-04-06 12:35:00,sports,20.62,damaged_item,refund_req_301801
91,141.84,no,agent_017,approved,buyer_0488,purchase_102863,yes,2026-04-12 06:01:00,sports,39.15,item_not_as_described,refund_req_302863
14,2344.71,yes,agent_002,approved,buyer_0018,purchase_103913,no,2026-04-27 11:40:00,luxury,1732.65,,refund_req_303913
79,414.85,no,agent_019,approved,buyer_0049,purchase_100585,yes,2026-05-03 20:07:00,sports,221.41,damaged_item,refund_req_300585
76,959.30,no,agent_027,approved,buyer_0213,purchase_100430,no,2026-05-09 19:18:00,fashion,599.21,item_not_as_described,refund_req_300430
75,262.30,no,agent_011,approved,buyer_0311,purchase_102236,yes,2026-05-05 19:38:00,sports,218.48,damaged_item,refund_req_302236
20,1272.96,no,agent_102,approved,buyer_9002,purchase_104163,no,2026-04-09 17:57:00,clothing,1174.14,wrong_size,refund_req_304163
,92.29,no,agent_002,approved,buyer_0195,purchase_101872,no,2026-06-02 09:27:00,beauty,34.27,allergic_reaction,refund_req_301872
59,49.90,no,agent_003,approved,buyer_0527,purchase_100340,no,2026-05-13 11:52:00,beauty,16.04,allergic_reaction,refund_req_300340
80,1870.30,no,agent_004,declined,buyer_0157,purchase_102521,no,2026-05-23 12:03:00,electronics,1015.93,damaged_item,refund_req_302521
,2700.07,no,agent_022,approved,buyer_0300,purchase_102199,no,2026-05-27 03:38:00,luxury,1738.87,changed_mind,refund_req_302199
75,1180.47,no,agent_019,declined,buyer_0070,purchase_100226,no,2026-05-24 22:27:00,electronics,943.99,missing_accessory,refund_req_300226
,971.71,yes,agent_902,approved,buyer_9906,purchase_104929,no,2026-06-17 03:52:00,electronics,857.33,not_working,refund_req_304929
70,2058.41,no,agent_012,approved,buyer_0431,purchase_100508,,2026-05-13 22:03:00,luxury,801.72,item_not_as_described,refund_req_300508
12,448.29,no,agent_802,approved,buyer_8002,purchase_104583,yes,2026-04-20 17:32:00,electronics,314.93,,refund_req_304583
56,167.62,no,agent_010, approved ,buyer_0229,purchase_102386,yes,2026-04-14 22:56:00,clothing,100.91,item_not_as_described,refund_req_302386
98,585.01,no,agent_005,declined,buyer_0397,purchase_101944,no,2026-04-06 16:16:00,fashion,202.14,  changed_mind  ,refund_req_301944
51,174.21,no,agent_002,declined,buyer_0490,purchase_101438,yes,2026-05-26 07:18:00,home,140.01,damaged_item,refund_req_301438
61,1045.37,no,agent_022,approved,buyer_0020,purchase_102443,yes,2026-04-17 12:23:00,clothing,263.95,item_not_as_described,refund_req_302443
60,58.70,no,agent_029,approved,buyer_9004,purchase_104277,no,2026-04-24 01:01:00,beauty,49.37,allergic_reaction,refund_req_304277
62,1500.67,no,agent_007,approved,buyer_0144,purchase_101356,no,2026-05-21 15:35:00,appliances,587.07,not_working,refund_req_301356
25,308.76,no,agent_801,Approved,buyer_8001,purchase_104675,no,2026-04-17 05:48:00,fashion,253.24,wrong_size,refund_req_304675
27,1711.74,yes,agent_005,approved,buyer_0505,purchase_103272,no,2026-05-24 11:02:00,electronics,1711.74,item_not_as_described,refund_req_303272
30,1421.77,no,agent_030,approved,buyer_0327,purchase_103035,no,2026-04-17 16:11:00,luxury,1130.35,damaged_item,refund_req_303035
77,1562.03,no,agent_005,approved,buyer_0328,purchase_100523,yes,2026-06-08 05:48:00,electronics,675.27,missing_accessory,refund_req_300523
52,81.76,no,agent_024,approved,buyer_0392,purchase_100764,yes,2026-04-28 03:51:00,clothing,49.63,changed_mind,refund_req_300764
94,1392.06,no,agent_030,approved,buyer_0561,purchase_101505,yes,2026-06-04 17:06:00,appliances,927.30,missing_part,refund_req_301505
57,82.52,no,agent_002,approved,buyer_0304,purchase_102916,yes,2026-05-28 14:04:00,books,25.94,,refund_req_302916
16,1778.45,yes,agent_027,approved,buyer_0179,purchase_103899,,2026-05-01 15:43:00,appliances,1214.00,damaged_item,refund_req_303899
69,2144.57,no,agent_009,approved,buyer_0224,purchase_100277,yes,2026-06-12 06:05:00,luxury,1577.98,damaged_item,refund_req_300277
53,263.60,no,agent_026,approved,buyer_0441,purchase_101704,yes,2026-06-02 02:58:00,home,182.50,item_not_as_described,refund_req_301704
27,2072.36,yes,agent_007,approved,buyer_0213,purchase_103836,no,2026-06-05 02:15:00,luxury,1610.89,damaged_item,refund_req_303836
62,283.51,no,agent_003,approved,buyer_0522,purchase_101635,yes,2026-06-07 05:30:00,sports,149.59,wrong_size,refund_req_301635
64,1231.28,no,agent_030,approved,buyer_0226,purchase_102100,yes,2026-04-03 04:55:00,books,1044.88,changed_mind,refund_req_302100
50,243.52,yes,agent_026,approved,buyer_0001,purchase_102927,yes,2026-04-04 14:54:00,fashion,126.44,,refund_req_302927
27,119.45,no,agent_008,declined,buyer_0360,purchase_101076,no,2026-06-11 10:01:00,beauty,50.27,allergic_reaction,refund_req_301076
,85.25,no,agent_002,APPROVED,buyer_0390,purchase_102805,no,2026-05-25 03:58:00,beauty,49.07,allergic_reaction,refund_req_302805
41,1353.89,no,agent_028,approved,buyer_0281,purchase_103202,,2026-06-13 14:39:00,electronics,1226.89,damaged_item,refund_req_303202
63,258.68,no,agent_008,approved,buyer_0543,purchase_101622,yes,2026-04-23 06:31:00,sports,52.06,damaged_item,refund_req_301622
48,1189.12,no,agent_020,approved,buyer_0279,purchase_100823,yes,2026-05-28 13:42:00,appliances,707.22,damaged_item,refund_req_300823
95,64.32,no,agent_021,approved,buyer_0109,purchase_100987,,2026-06-03 23:50:00,books,39.33,changed_mind,refund_req_300987
57,1130.96,no,agent_018,declined,buyer_0549,purchase_100439,no,2026-04-04 19:34:00,books,470.05,wrong_item_received,refund_req_300439
86,176.22,no,agent_026,approved,buyer_0462,purchase_100188,yes,2026-06-19 18:04:00,  sports  ,143.05,item_not_as_described,refund_req_300188
64,109.64,no,agent_017,declined,buyer_0224,purchase_102255,no,2026-05-26 00:33:00,clothing,24.90,changed_mind,refund_req_302255
12,931.50,no,agent_009,approved,buyer_0462,purchase_103525,no,2026-06-19 19:47:00,electronics,931.50,damaged_item,refund_req_303525
48,813.68,yes,agent_011,approved,buyer_0262,purchase_101508,yes,2026-06-14 07:58:00,appliances,313.93,missing_part,refund_req_301508
1,149.77,no,agent_102,approved,buyer_0392,purchase_103623,yes,2026-05-27 13:35:00,fashion,97.91,wrong_size,refund_req_303623
73,112.57,no,agent_009,declined,buyer_0476,purchase_102799,yes,2026-05-10 22:48:00,clothing,31.99,changed_mind,refund_req_302799
80,1485.79,no,agent_002,declined,buyer_0342,purchase_100436,no,2026-05-10 01:17:00,appliances,502.23,damaged_item,refund_req_300436
67,1730.23,no,agent_019,declined,buyer_0003,purchase_102782,yes,2026-05-30 07:29:00,appliances,1214.95,missing_part,refund_req_302782
36,1499.15,no,agent_006, approved ,buyer_0279,purchase_103023,no,2026-06-12 22:52:00,electronics,1250.15,,refund_req_303023
112,322.22,no,agent_005,declined,buyer_0166,purchase_101557,yes,2026-04-21 06:41:00,home,197.39,damaged_item,refund_req_301557
63,485.42,no,agent_014,declined,buyer_0205,purchase_100246,no,2026-06-02 02:35:00,home,175.70,damaged_item,refund_req_300246
10,1888.94,yes,agent_017,approved,buyer_0546,purchase_103937,yes,2026-04-13 23:34:00,luxury,1763.29,damaged_item,refund_req_303937
49,1035.95,no,agent_012,approved,buyer_0424,purchase_102972,yes,2026-05-13 12:07:00,APPLIANCES,838.99,,refund_req_302972
30,210.93,no,agent_001,approved,buyer_0287,purchase_102857,yes,2026-05-23 20:19:00,home,110.13,missing_part,refund_req_302857
121,190.40,no,agent_016,declined,buyer_0572,purchase_100918,no,2026-05-16 00:31:00,clothing,42.88,item_not_as_described,refund_req_300918
91,56.29,no,agent_024,approved,buyer_0371,purchase_100755,yes,2026-04-14 12:27:00,books,33.38,changed_mind,refund_req_300755
76,14.98,no,agent_014,  declined  ,buyer_0476,purchase_102860,no,2026-06-15 02:55:00,books,6.67,  changed_mind  ,refund_req_302860
66,528.63,no,agent_009,approved,buyer_0504,purchase_101407,yes,2026-06-09 02:01:00,fashion,165.85,item_not_as_described,refund_req_301407
63,127.61,no,agent_029,declined,buyer_0437,purchase_101243,yes,2026-04-09 10:36:00,home,33.62,item_not_as_described,refund_req_301243
64,1704.97,no,agent_014,approved,buyer_0267,purchase_102055,yes,2026-04-16 08:44:00,luxury,993.39,damaged_item,refund_req_302055
65,2531.40,no,agent_023,approved,buyer_0568,purchase_102861,yes,2026-06-05 00:23:00, luxury ,1314.35,changed_mind,refund_req_302861
45,1986.15,no,agent_018,approved,buyer_0322,purchase_101588,no,2026-06-02 22:57:00,electronics,1131.91,not_working,refund_req_301588
3,1595.75,yes,agent_901,approved,buyer_9902,purchase_104772,no,2026-04-06 00:52:00,appliances,1588.84,not_working,refund_req_304772
,2686.30,yes,agent_102,approved,buyer_0525,purchase_103286,yes,2026-06-19 19:47:00,luxury,2686.30,damaged_item,refund_req_303286
53,409.90,no,agent_019,approved,buyer_0171,purchase_102254,no,2026-06-08 08:03:00,home,258.47,damaged_item,refund_req_302254
,40.29,no,agent_029,approved,buyer_0255,purchase_101221,yes,2026-05-13 18:12:00,  beauty  ,10.64,,refund_req_301221
32,1128.16,yes,agent_028,approved,buyer_0358,purchase_103911,no,2026-04-20 19:12:00,luxury,979.79,damaged_item,refund_req_303911
60,124.45,no,agent_019,approved,buyer_0432,purchase_100827,yes,2026-05-24 12:04:00,clothing,90.69,changed_mind,refund_req_300827
94,1584.94,no,agent_002,approved,buyer_0566,purchase_101937,yes,2026-06-03 18:42:00,luxury,777.11,damaged_item,refund_req_301937
29,2293.49,no,agent_029,approved,buyer_0365,purchase_103396,yes,2026-05-14 02:50:00,luxury,2293.49,,refund_req_303396
35,982.75,no,agent_002,approved,buyer_0066,purchase_103473,yes,2026-04-08 22:56:00,electronics,982.75,missing_accessory,refund_req_303473
25,1610.91,yes,agent_019,approved,buyer_0435,purchase_103944,no,2026-04-11 11:33:00,appliances,1097.47,not_working,refund_req_303944
14,489.30,no,agent_802,approved,buyer_8002,purchase_104562,no,2026-04-26 08:00:00,fashion,353.49,wrong_size,refund_req_304562
61,2091.27,no,agent_023,declined,buyer_0151,purchase_102244,yes,2026-05-04 08:26:00,electronics,961.21,not_working,refund_req_302244
50,397.55,no,agent_024,approved,buyer_0038,purchase_102384,no,2026-06-07 01:24:00,fashion,221.78,changed_mind,refund_req_302384
66,1047.72,no,agent_021,APPROVED,buyer_0156,purchase_102136,yes,2026-05-01 11:39:00,sports,765.19,item_not_as_described,refund_req_302136
7,1264.43,no,agent_702,approved,buyer_0367,purchase_104372,,2026-05-09 13:33:00,fashion,1258.41,item_not_as_described,refund_req_304372
40,1253.51,no,agent_029,declined,buyer_0563,purchase_102117,no,2026-06-04 14:46:00,appliances,591.96,missing_part,refund_req_302117
68,158.46,no,agent_001,approved,buyer_0421,purchase_102867,yes,2026-04-10 20:07:00,sports,75.00,wrong_size,refund_req_302867
107,385.42,no,agent_021,approved,buyer_0597,purchase_102311,,2026-06-03 10:46:00,fashion,80.07,item_not_as_described,refund_req_302311
99,316.12,no,agent_016,approved,buyer_0251,purchase_100137,yes,2026-04-27 19:36:00,sports,124.34,damaged_item,refund_req_300137
103,965.24,no,agent_023,approved,buyer_0066,purchase_101618,no,2026-06-13 07:53:00,sports,351.74,damaged_item,refund_req_301618
48,174.21,no,agent_012,approved,buyer_0021,purchase_100369,yes,2026-05-07 20:07:00,sports,111.80,item_not_as_described,refund_req_300369
16,1293.84,no,agent_018,approved,buyer_0449,purchase_103511,no,2026-04-29 15:07:00,fashion,1293.84,item_not_as_described,refund_req_303511
5,254.83,no,agent_102,approved,buyer_0520,purchase_103558,yes,2026-06-14 17:18:00,home,169.08,item_not_as_described,refund_req_303558
76,1245.90,no,agent_007,approved,buyer_0470,purchase_100683,yes,2026-04-15 02:18:00,appliances,474.68,not_working,refund_req_300683
42,1239.80,no,agent_012,approved,buyer_0578,purchase_101785,no,2026-04-22 03:47:00,electronics,767.83,,refund_req_301785
,455.24,no,agent_021,declined,buyer_0390,purchase_100147,yes,2026-04-20 22:05:00,fashion,100.39,wrong_size,refund_req_300147
108,101.83,no,agent_015,approved,buyer_0080,purchase_100613,yes,2026-05-25 23:01:00,beauty,59.30,damaged_item,refund_req_300613
30,1273.67,yes,agent_027,approved,buyer_0074,purchase_104074,,2026-05-28 22:21:00,luxury,963.08,item_not_as_described,refund_req_304074
42,223.15,no,agent_010,approved,buyer_0448,purchase_100228,yes,2026-05-11 06:44:00,clothing,53.03,changed_mind,refund_req_300228
98,39.78,no,agent_021,declined,buyer_0178,purchase_100276,yes,2026-05-19 19:54:00,home,14.48,item_not_as_described,refund_req_300276
118,1522.72,no,agent_016,approved,buyer_0096,purchase_102622,yes,2026-04-12 08:01:00,appliances,875.65,missing_part,refund_req_302622
39,2899.72,no,agent_702, approved ,buyer_0436,purchase_104543,no,2026-05-09 12:59:00,luxury,1842.74,damaged_item,refund_req_304543
65,63.36,no,agent_021,approved,buyer_0023,purchase_102553,yes,2026-05-17 00:19:00,sports,45.50,wrong_size,refund_req_302553
78,123.83,no,agent_029,approved,buyer_0276,purchase_101791,yes,2026-05-13 20:06:00,fashion,29.68,changed_mind,refund_req_301791
64,391.93,no,agent_024,approved,buyer_9005,purchase_104222,yes,2026-04-18 17:34:00,sports,222.85,damaged_item,refund_req_304222
43,920.35,no,agent_008,approved,buyer_0456,purchase_102930,no,2026-05-07 14:43:00,beauty,350.24,changed_mind,refund_req_302930
12,1568.28,yes,agent_018,approved,buyer_0015,purchase_103203,no,2026-04-03 07:27:00,appliances,1405.96,damaged_item,refund_req_303203
70,791.12,no,agent_023,approved,buyer_0245,purchase_101865,yes,2026-04-06 04:39:00, luxury ,434.99,changed_mind,refund_req_301865
3,2138.34,yes,agent_901,approved,buyer_9902,purchase_104774,,2026-05-17 19:34:00,luxury,2121.73,changed_mind,refund_req_304774
42,36.29,yes,agent_010,declined,buyer_0401,purchase_102068,no,2026-04-29 01:52:00,books,28.48,changed_mind,refund_req_302068
4,1209.68,no,agent_101,approved,buyer_0316,purchase_103565,yes,2026-05-09 15:54:00,electronics,723.80,not_working,refund_req_303565
68,453.91,no,agent_102,approved,buyer_9006,purchase_104279,no,2026-05-22 03:35:00,home,255.54,damaged_item,refund_req_304279
31,1780.46,no,agent_010,approved,buyer_0539,purchase_103099,no,2026-05-13 16:43:00,appliances,1615.95,damaged_item,refund_req_303099
16,83.60,no,agent_703,approved,buyer_0060,purchase_104439,no,2026-06-07 13:43:00,books,65.14,changed_mind,refund_req_304439
7,1982.30,yes,agent_901,  approved  ,buyer_9903,purchase_104930,no,2026-04-17 14:25:00,electronics,1917.98,not_working,refund_req_304930
