order_amount,agent_id,customer_id,override,decision_time_minutes,order_id,created_at,category,evidence,return_id,return_amount,decision,reason
"1.182,95",agent_013,buyer_0582,0,77,purchase_102891,28.04.2026 00:57,electronics,1,refund_req_302891,"340,94",approve,item_not_as_described
"44,30",agent_703,buyer_0199,1,6,purchase_104463,28.04.2026 05:00,books,1,refund_req_304463,"42,79", approve ,
"374,54",agent_002,buyer_9005,0,,purchase_104086,17.04.2026 10:30,home,1,refund_req_304086,"190,32",approve,missing_part
"66,39",agent_026,buyer_0465,0,49,purchase_101536,17.05.2026 16:11,books,0,refund_req_301536,"44,37",  reject  ,changed_mind
"383,72",agent_103,buyer_0437,0,2,purchase_103795,11.05.2026 22:29,home,1,refund_req_303795,"195,40", approve ,item_not_as_described
"968,93",agent_011,buyer_0369,0,39,purchase_100898,08.05.2026 13:07,electronics,0,refund_req_300898,"604,40",approve,
"1.443,66",agent_017,buyer_0020,0,31,purchase_102992,12.04.2026 01:45,appliances,0,refund_req_302992,"1.363,89",approve,not_working
"75,51",agent_027,buyer_0523,0,55,purchase_101846,22.05.2026 22:01,  sports  ,0,refund_req_301846,"58,01",approve,wrong_size
"123,85",agent_008,buyer_0043,0,60,purchase_101429,09.04.2026 22:30,fashion,0,refund_req_301429,"45,58",approve,item_not_as_described
"156,28",agent_030,buyer_0270,0,73,purchase_101013,28.05.2026 18:30,beauty,1,refund_req_301013,"62,10",approve,damaged_item
"1.147,62",agent_902,buyer_9906,1,4,purchase_104879,01.06.2026 22:35,electronics,0,refund_req_304879,"1.031,44",approve,damaged_item
"946,79",agent_026,buyer_0195,0,69,purchase_100759,21.05.2026 03:11,electronics,0,refund_req_300759,"610,73",reject,damaged_item
"407,35",agent_802,buyer_8002,0,9,purchase_104565,22.04.2026 20:54,fashion,1,refund_req_304565,"275,92",approve,wrong_size
"2.017,04",agent_008,buyer_0284,0,30,purchase_102361,23.04.2026 13:12,luxury,1,refund_req_302361,"1.502,43",Approve,item_not_as_described
"149,54",agent_020,buyer_0338,0,85,purchase_100924,10.06.2026 10:09, clothing ,1,refund_req_300924,"122,28",approve,item_not_as_described
"892,59",agent_025,buyer_0412,0,,purchase_101674,16.05.2026 16:15,appliances,,refund_req_301674,"304,44",approve,damaged_item
"1.710,47",agent_024,buyer_0144,0,40,purchase_102866,12.06.2026 18:47,appliances,0,refund_req_302866,"1.261,82",approve,missing_part
"366,07",agent_024,buyer_0098,0,48,purchase_102167,21.06.2026 07:22,fashion,0,refund_req_302167,"97,49",reject,changed_mind
"258,92",agent_026,buyer_0549,0,47,purchase_101171,06.04.2026 17:54,appliances,0,refund_req_301171,"150,35",reject,  damaged_item  
"427,60",agent_011,buyer_0227,0,39,purchase_100079,10.05.2026 00:48,fashion,1,refund_req_300079,"214,56",approve,wrong_size
"43,87",agent_005,buyer_0566,0,107,purchase_102019,25.04.2026 20:13,beauty,1,refund_req_302019,"13,19",approve,
"97,36",agent_007,buyer_0499,0,51,purchase_101129,09.04.2026 19:02,beauty,0,refund_req_301129,"47,01",reject,changed_mind
"112,73",agent_010,buyer_0474,0,81,purchase_102838,09.06.2026 04:13,home,,refund_req_302838,"42,81",approve,damaged_item
"1.153,81",agent_013,buyer_0035,0,33,purchase_101976,12.05.2026 12:42,electronics,0,refund_req_301976,"369,52",approve,missing_accessory
"42,61",agent_102,buyer_0198,0,3,purchase_103535,11.04.2026 11:02,books,1,refund_req_303535,"23,08",approve,changed_mind
"1.047,46",agent_701,buyer_0139,0,24,purchase_104533,28.05.2026 22:23,clothing,0,refund_req_304533,"707,28",approve,item_not_as_described
"66,63",agent_005,buyer_0232,0,79,purchase_100733,16.06.2026 00:42,sports,0,refund_req_300733,"55,75",approve,wrong_size
"406,42",agent_021,buyer_0465,0,54,purchase_100887,08.04.2026 17:31,luxury,1,refund_req_300887,"302,22",approve,changed_mind
"2.590,36",agent_030,buyer_0368,0,66,purchase_100281,11.06.2026 14:14, luxury ,1,refund_req_300281,"1.933,48",reject,item_not_as_described
"312,83",agent_019,buyer_0447,0,53,purchase_100058,13.05.2026 22:03,home,1,refund_req_300058,"81,12",approve,item_not_as_described
"2.195,03",agent_101,buyer_0278,1,21,purchase_103289,23.05.2026 11:22,electronics,1,refund_req_303289,"2.195,03", approve ,item_not_as_described
"907,50",agent_801,buyer_8001,1,13,purchase_104645,15.05.2026 11:28,electronics,0,refund_req_304645,"584,89",approve,missing_accessory
"2.285,71",agent_006,buyer_0588,0,62,purchase_103414,31.05.2026 03:02,luxury,0,refund_req_303414,"2.285,71",approve,item_not_as_described
"564,60",agent_010,buyer_0141,0,75,purchase_102950,17.06.2026 09:39,fashion,1,refund_req_302950,"419,91",approve,wrong_size
"580,95",agent_013,buyer_0027,0,42,purchase_100732,17.05.2026 19:23,appliances,0,refund_req_300732,"218,19",approve,damaged_item
"2.344,71",agent_002,buyer_0018,1,14,purchase_103913,27.04.2026 11:40,luxury,0,refund_req_303913,"1.732,65",approve,item_not_as_described
"87,42",agent_014,buyer_0113,0,82,purchase_101172,23.04.2026 20:51,books,1,refund_req_301172,"21,85",Approve,damaged_item
"828,33",agent_015,buyer_0526,0,45,purchase_100837,30.05.2026 11:39,appliances,0,refund_req_300837,"202,62",approve,missing_part
"331,87",agent_019,buyer_0520,0,68,purchase_100868,09.04.2026 09:32,home,0,refund_req_300868,"94,29",approve,missing_part
"2.010,06",agent_021,buyer_0155,0,58,purchase_103392,18.05.2026 00:07,luxury,1,refund_req_303392,"2.010,06",approve, item_not_as_described 
"64,32",agent_021,buyer_0109,0,95,purchase_100987,03.06.2026 23:50,books,1,refund_req_300987,"39,33",approve,changed_mind
"21,07",agent_015,buyer_0153,0,119,purchase_101230,10.04.2026 17:38,beauty,1,refund_req_301230,"5,02",reject,damaged_item
"1.316,22",agent_028,buyer_0231,1,8,purchase_104077,08.05.2026 15:31,electronics,0,refund_req_304077,"1.247,28",  approve  ,damaged_item
"1.555,83",agent_003,buyer_0143,0,36,purchase_103158,24.05.2026 23:58,appliances,0,refund_req_303158,"1.057,80",approve,not_working
"1.460,99",agent_025,buyer_0148,0,28,purchase_103196,10.05.2026 10:28,electronics,0,refund_req_303196,"1.380,13",approve,missing_accessory
"45,42",agent_026,buyer_0500,1,60,purchase_101043,26.05.2026 05:55,books,0,refund_req_301043,"11,93",reject, damaged_item 
"1.893,73",agent_801,buyer_8001,0,21,purchase_104678,13.04.2026 20:05,electronics,1,refund_req_304678,"1.472,89",approve,item_not_as_described
"148,14",agent_008,buyer_0594,0,35,purchase_100622,24.05.2026 08:49,beauty,1,refund_req_300622,"88,06",approve,allergic_reaction
"1.740,13",agent_902,buyer_9904,1,8,purchase_104935,23.04.2026 17:04,appliances,0,refund_req_304935,"1.682,54",approve,damaged_item
"1.080,19",agent_002,buyer_0450,0,108,purchase_102686,28.04.2026 21:31,fashion,,refund_req_302686,"697,53",reject,item_not_as_described
"490,07",agent_017,buyer_0247,0,29,purchase_100279,03.06.2026 18:05,home,1,refund_req_300279,"353,60",APPROVE,  item_not_as_described  
"165,00",agent_030,buyer_0082,0,33,purchase_101336,19.05.2026 11:50,fashion,0,refund_req_301336,"139,83",reject,
"1.091,22",agent_001,buyer_0162,0,9,purchase_102996,10.04.2026 21:09,luxury,0,refund_req_302996,"911,94",approve,item_not_as_described
"1.693,50",agent_021,buyer_0290,0,52,purchase_101141,18.04.2026 13:10,electronics,0,refund_req_301141,"382,05",approve,damaged_item
"1.980,66",agent_702,buyer_0353,0,39,purchase_104348,02.05.2026 03:35,luxury,0,refund_req_304348,"857,21",approve,changed_mind
"621,08",agent_014,buyer_0017,0,72,purchase_101240,14.06.2026 15:17,fashion,1,refund_req_301240,"445,01",reject,item_not_as_described
"1.001,13",agent_005,buyer_0312,0,48,purchase_102855,26.05.2026 05:39,fashion,,refund_req_302855,"554,21",approve,
"1.420,04",agent_001,buyer_0592,1,19,purchase_103157,12.05.2026 03:16,appliances,0,refund_req_303157,"934,55",approve,damaged_item
"1.694,24",agent_016,buyer_0391,1,14,purchase_103886,11.06.2026 09:03, electronics ,1,refund_req_303886,"1.653,67",approve,not_working
"341,05",agent_101,buyer_0077,0,3,purchase_103578,03.04.2026 17:00,SPORTS,1,refund_req_303578,"253,41",approve,item_not_as_described
"1.086,17",agent_012,buyer_0285,0,67,purchase_101183,06.06.2026 00:38,electronics,0,refund_req_301183,"786,85",reject,missing_accessory
"1.274,25",agent_801,buyer_8001,0,14,purchase_104726,29.05.2026 02:00,fashion,0,refund_req_304726,"1.078,02",approve,item_not_as_described
"149,68",agent_006,buyer_0150,0,71,purchase_101465,20.05.2026 23:44,beauty,0,refund_req_301465,"31,39",approve,allergic_reaction
"565,01",agent_013,buyer_0140,0,38,purchase_102895,28.04.2026 12:29,home,1,refund_req_302895,"404,61",approve,damaged_item
"163,95",agent_008,buyer_9002,0,39,purchase_104187,04.05.2026 14:41,beauty,0,refund_req_304187,"99,29",approve,allergic_reaction
"904,16",agent_001,buyer_0230,0,33,purchase_100831,25.04.2026 20:35,clothing,1,refund_req_300831,"242,62",approve,
"1.539,36",agent_103,buyer_0429,1,27,purchase_104041,16.05.2026 21:42,electronics,1,refund_req_304041,"1.405,75",approve,damaged_item
"37,98",agent_103,buyer_0492,1,1,purchase_103713,27.05.2026 01:44,beauty,1,refund_req_303713,"31,20",approve,damaged_item
"68,03",agent_703,buyer_0582,0,12,purchase_104556,09.04.2026 06:36,books,1,refund_req_304556,"47,23",approve,damaged_item
"64,48",agent_014,buyer_0494,0,41,purchase_100801,12.06.2026 04:22,books,1,refund_req_300801,"19,63",reject,changed_mind
"86,04",agent_019,buyer_0505,0,61,purchase_100864,29.05.2026 12:06,clothing,0,refund_req_300864,"38,79",reject,  changed_mind  
"996,63",agent_011,buyer_0431,0,23,purchase_103092,04.05.2026 06:33,appliances,0,refund_req_303092,"924,57",Approve,damaged_item
"1.655,50",agent_901,buyer_9901,1,2,purchase_104866,06.06.2026 00:05,electronics,0,refund_req_304866,"1.449,93",approve,not_working
"1.376,29",agent_022,buyer_0538,0,65,purchase_101765,16.06.2026 23:20, electronics ,1,refund_req_301765,"404,79",approve,not_working
"402,73",agent_702,buyer_0221,0,13,purchase_104462,31.05.2026 05:28,home,0,refund_req_304462,"194,51",approve,damaged_item
"167,62",agent_010,buyer_0229,0,56,purchase_102386,14.04.2026 22:56,  clothing  ,1,refund_req_302386,"100,91",approve,item_not_as_described
"1.485,97",agent_003,buyer_0328,0,22,purchase_103152,20.06.2026 18:32, electronics ,0,refund_req_303152,"1.161,54",approve,missing_accessory
"2.121,83",agent_103,buyer_0161,0,4,purchase_103539,08.04.2026 13:32,electronics,1,refund_req_303539,"1.303,55",  approve  ,damaged_item
"382,37",agent_008,buyer_0350,0,44,purchase_101009,06.06.2026 00:03,fashion,0,refund_req_301009,"153,22",  approve  ,wrong_size
"397,86",agent_027,buyer_0001,0,64,purchase_101481,06.05.2026 09:48,luxury,1,refund_req_301481,"269,47", approve ,damaged_item
"236,98",agent_024,buyer_0180,0,43,purchase_101724,05.04.2026 06:21,clothing,0,refund_req_301724,"134,86",reject,wrong_size
"1.655,26",agent_024,buyer_0134,0,34,purchase_102977,06.04.2026 17:19,appliances,0,refund_req_302977,"1.107,84",approve,not_working
"1.385,60",agent_021,buyer_0035,0,107,purchase_101232,31.05.2026 06:28,luxury,,refund_req_301232,"587,92",approve,changed_mind
"27,23",agent_007,buyer_9003,0,24,purchase_104292,20.04.2026 18:07,books,1,refund_req_304292,"22,69",approve,changed_mind
"969,91",agent_702,buyer_0230,0,24,purchase_104363,05.05.2026 07:53,home,1,refund_req_304363,"495,30",approve,item_not_as_described
"63,28",agent_009,buyer_0125,0,30,purchase_102824,13.05.2026 22:42,books,1,refund_req_302824,"30,54",approve,wrong_item_received
"983,60",agent_003,buyer_0553,0,48,purchase_101869,05.06.2026 20:41,home,0,refund_req_301869,"441,34",approve,item_not_as_described
"1.408,94",agent_024,buyer_0023,0,35,purchase_103242,19.06.2026 16:43,appliances,0,refund_req_303242,"1.324,16",approve,damaged_item
"2.147,95",agent_005,buyer_0499,0,94,purchase_100459,19.06.2026 14:08,electronics,0,refund_req_300459,"619,16",approve,item_not_as_described
"88,90",agent_027,buyer_0548,0,69,purchase_102418,01.04.2026 15:52,beauty,0,refund_req_302418,"23,65",approve,changed_mind
"1.465,85",agent_025,buyer_0525,0,72,purchase_101823,28.04.2026 03:32,electronics,0,refund_req_301823,"703,74",approve,not_working
"252,20",agent_004,buyer_0562,0,86,purchase_101886,22.05.2026 13:21,fashion,0,refund_req_301886,"107,88",approve,changed_mind
"283,21",agent_013,buyer_0210,0,,purchase_100667,12.04.2026 13:51,appliances,1,refund_req_300667,"127,78",approve,  damaged_item  
"1.169,74",agent_802,buyer_8002,1,6,purchase_104727,29.04.2026 17:44,electronics,0,refund_req_304727,"1.074,69",approve,not_working
"617,86",agent_013,buyer_0037,0,74,purchase_101115,17.04.2026 19:49,appliances,1,refund_req_301115,"274,23",approve,damaged_item
"77,65",agent_009,buyer_0290,0,80,purchase_102869,31.05.2026 07:50,books,0,refund_req_302869,"38,25",reject,changed_mind
"909,13",agent_018,buyer_0453,1,33,purchase_103968,25.05.2026 19:38,electronics,1,refund_req_303968,"844,68",approve,missing_accessory
"133,43",agent_019,buyer_0562,0,54,purchase_101492,11.05.2026 15:46,beauty,1,refund_req_301492,"48,49",approve,allergic_reaction
"1.403,96",agent_902,buyer_9904,1,6,purchase_104827,13.05.2026 13:15,electronics,0,refund_req_304827,"1.413,35",approve,item_not_as_described
"1.013,97",agent_702,buyer_0598,1,10,purchase_104516,11.06.2026 06:31,appliances,1,refund_req_304516,"533,56",approve,damaged_item
"531,47",agent_005,buyer_0543,0,86,purchase_101102,31.05.2026 02:42,appliances,0,refund_req_301102,"172,26",approve,missing_part
"88,30",agent_003,buyer_0298,0,48,purchase_100584,06.06.2026 22:35,fashion,0,refund_req_300584,"63,66",approve,item_not_as_described
"1.180,76",agent_011,buyer_0493,0,43,purchase_102006,15.06.2026 07:16,clothing,1,refund_req_302006,"302,47",approve,wrong_size
"127,61",agent_029,buyer_0437,0,63,purchase_101243,09.04.2026 10:36,home,1,refund_req_301243,"33,62", reject ,item_not_as_described
"626,34",agent_009,buyer_0194,0,64,purchase_102585,13.06.2026 19:26,fashion,0,refund_req_302585,"456,24",approve,wrong_size
"1.207,74",agent_007,buyer_0443,0,53,purchase_102531,26.05.2026 02:29,electronics,1,refund_req_302531,"1.011,01",approve,item_not_as_described
"1.609,35",agent_029,buyer_0346,0,71,purchase_100618,29.05.2026 06:46,luxury,0,refund_req_300618,"1.075,08",approve,
"1.047,12",agent_801,buyer_8001,0,,purchase_104705,30.04.2026 16:11,fashion,1,refund_req_304705,"823,95",approve,changed_mind
"2.744,51",agent_024,buyer_0071,0,45,purchase_100670,18.06.2026 03:37,luxury,0,refund_req_300670,"917,25",reject,damaged_item
"1.893,70",agent_026,buyer_0156,0,48,purchase_101960,16.04.2026 03:02,electronics,,refund_req_301960,"806,95",reject,item_not_as_described
"2.676,59",agent_022,buyer_0530,0,48,purchase_100133,17.04.2026 01:41,luxury,1,refund_req_300133,"1.892,81",reject,item_not_as_described
"1.248,44",agent_004,buyer_0514,0,33,purchase_103337,27.04.2026 07:28,fashion,1,refund_req_303337,"1.248,44",approve,wrong_size
"1.458,31",agent_026,buyer_0534,0,8,purchase_103119,09.05.2026 08:17,appliances,0,refund_req_303119,"1.022,66",approve,damaged_item
"2.760,23",agent_101,buyer_0353,1,24,purchase_103825,15.05.2026 22:15,luxury,1,refund_req_303825,"2.518,82",approve,changed_mind
"66,93",agent_023,buyer_0328,0,113,purchase_101231,09.05.2026 15:09,books,1,refund_req_301231,"32,33",approve,changed_mind
"67,00",agent_004,buyer_0346,0,69,purchase_101499,28.05.2026 05:37,books,0,refund_req_301499,"21,37",reject,changed_mind
"8,53",agent_004,buyer_0185,0,69,purchase_102153,09.05.2026 20:20,books,0,refund_req_302153,"3,76",reject,changed_mind
"425,49",agent_016,buyer_0039,0,67,purchase_100789,19.04.2026 13:29,appliances,1,refund_req_300789,"213,18",reject,missing_part
"124,01",agent_011,buyer_0587,0,41,purchase_101019,11.05.2026 20:19,beauty,0,refund_req_301019,"69,67",reject,allergic_reaction
"1.177,49",agent_702,buyer_0242,0,27,purchase_104345,24.04.2026 08:55,appliances,0,refund_req_304345,"968,59",approve,missing_part
"627,68",agent_703,buyer_0268,0,23,purchase_104442,30.04.2026 07:11,fashion,1,refund_req_304442,"447,83",approve,changed_mind
"42,45",agent_103,buyer_9003,0,69,purchase_104300,20.04.2026 07:31,beauty,0,refund_req_304300,"27,65",approve,damaged_item
"676,73",agent_005,buyer_0255,0,53,purchase_100768,09.06.2026 19:33,electronics,0,refund_req_300768,"548,21",REJECT,not_working
"779,13",agent_702,buyer_0470,0,17,purchase_104489,24.04.2026 17:49,luxury,0,refund_req_304489,"454,32",approve,damaged_item
"2.411,19",agent_902,buyer_9905,1,8,purchase_104769,06.04.2026 20:29,luxury,0,refund_req_304769,"2.067,96",approve,changed_mind
"791,84",agent_014,buyer_0054,0,,purchase_100638,06.04.2026 15:39,electronics,1,refund_req_300638,"592,95",approve,item_not_as_described
"58,24",agent_018,buyer_0120,1,61,purchase_102825,23.04.2026 18:22,books,0,refund_req_302825,"36,90",reject,changed_mind
"131,82",agent_014,buyer_0418,0,42,purchase_100034,13.06.2026 20:59,clothing,0,refund_req_300034,"31,70",reject,item_not_as_described
"1.060,54",agent_026,buyer_0585,1,85,purchase_101999,11.04.2026 14:38,books,1,refund_req_301999,"707,35",approve,changed_mind
"1.374,12",agent_901,buyer_9901,1,8,purchase_104890,06.04.2026 10:14,luxury,0,refund_req_304890,"1.320,50",approve,changed_mind
"810,67",agent_101,buyer_0417,0,4,purchase_103657,06.06.2026 06:36,electronics,1,refund_req_303657,"587,34",approve,item_not_as_described
"86,53",agent_015,buyer_0278,0,46,purchase_102920,25.05.2026 17:53,books,1,refund_req_302920,"22,15",approve, damaged_item 
"538,30",agent_017,buyer_0429,0,73,purchase_100113,10.06.2026 11:30,fashion,1,refund_req_300113,"388,02",approve,item_not_as_described
"115,66",agent_006,buyer_0419,0,84,purchase_102120,27.05.2026 04:22,beauty,1,refund_req_302120,"39,55",reject,allergic_reaction
"1.844,63",agent_902,buyer_9904,1,2,purchase_104911,17.05.2026 06:32, electronics ,0,refund_req_304911,"1.798,88",approve,damaged_item
"1.476,28",agent_901,buyer_9901,1,1,purchase_104760,21.05.2026 07:59,electronics,0,refund_req_304760,"1.341,24",  approve  ,item_not_as_described
"116,83",agent_029,buyer_9001,0,44,purchase_104130,03.04.2026 08:26,sports,0,refund_req_304130,"89,29",approve,wrong_size
"348,46",agent_030,buyer_0352,0,38,purchase_101531,09.06.2026 00:49,home,1,refund_req_301531,"142,30",approve,
"1.047,93",agent_025,buyer_9008,1,57,purchase_104153,11.05.2026 03:56,books,0,refund_req_304153,"655,91",approve,changed_mind
"2.218,00",agent_102,buyer_0295,0,2,purchase_103678,16.06.2026 07:58,luxury,1,refund_req_303678,"1.436,06",approve,
"2.457,53",agent_016,buyer_0572,0,51,purchase_103302,09.06.2026 23:15,luxury,1,refund_req_303302,"2.457,53",approve,item_not_as_described
"438,12",agent_028,buyer_0086,0,28,purchase_102246,13.04.2026 21:16,sports,1,refund_req_302246,"254,05",approve,item_not_as_described
"159,00",agent_702,buyer_0552,0,37,purchase_104528,29.04.2026 04:59,sports,1,refund_req_304528,"131,23",approve,wrong_size
"43,71",agent_011,buyer_0293,0,50,purchase_102625,05.04.2026 09:49, books ,1,refund_req_302625,"27,57",approve,wrong_item_received
"175,59",agent_001,buyer_0068,0,72,purchase_102350,18.04.2026 12:17,sports,1,refund_req_302350,"61,15",approve,wrong_size
"1.897,61",agent_023,buyer_0439,1,27,purchase_103938,29.05.2026 20:26,electronics,0,refund_req_303938,"1.413,72",approve,missing_accessory
"1.482,90",agent_801,buyer_8001,0,25,purchase_104573,30.04.2026 04:55,electronics,,refund_req_304573,"1.031,68",approve,item_not_as_described
"802,00",agent_020,buyer_0483,0,105,purchase_100343,04.05.2026 13:43,luxury,0,refund_req_300343,"593,27",reject,item_not_as_described
"1.237,13",agent_018,buyer_0017,0,,purchase_102616,13.04.2026 20:32,appliances,0,refund_req_302616,"557,95",approve,
"1.305,86",agent_703,buyer_0317,1,14,purchase_104484,01.05.2026 04:22,appliances,,refund_req_304484,"601,05",approve,not_working
"166,89",agent_014,buyer_0514,0,76,purchase_100148,13.05.2026 06:36,beauty,1,refund_req_300148,"128,06",reject,
"163,52",agent_004,buyer_0292,0,55,purchase_100330,13.06.2026 03:20,beauty,1,refund_req_300330,"66,48",approve,damaged_item
"923,34",agent_026,buyer_9003,0,21,purchase_104108,29.04.2026 03:54,luxury,0,refund_req_304108,"651,87",approve,  damaged_item  
"21,26",agent_027,buyer_0210,0,53,purchase_102755,29.04.2026 03:28,books,1,refund_req_302755,"8,19",approve,changed_mind
"911,74",agent_014,buyer_0276,0,55,purchase_101471,07.05.2026 08:03,appliances,0,refund_req_301471,"565,96",reject,not_working
"256,38",agent_019,buyer_0483,0,46,purchase_100877,18.04.2026 14:58,clothing,1,refund_req_300877,"160,14",approve,wrong_size
"1.667,08",agent_027,buyer_0249,1,14,purchase_103843,20.06.2026 18:15,electronics,1,refund_req_303843,"1.509,03",approve,damaged_item
"408,48",agent_101,buyer_0286,0,3,purchase_103596,19.04.2026 21:48,sports,1,refund_req_303596,"389,31",approve,item_not_as_described
"1.226,07",agent_009,buyer_0155,1,8,purchase_103884,09.04.2026 04:32, appliances ,0,refund_req_303884,"913,97",approve,
"564,71",agent_012,buyer_0503,1,77,purchase_102009,03.06.2026 18:17,fashion,1,refund_req_302009,"181,77",approve,wrong_size
"143,47",agent_014,buyer_0504,0,42,purchase_102698,05.04.2026 11:12,HOME,0,refund_req_302698,"85,38",approve,missing_part
"1.683,91",agent_028,buyer_0306,1,22,purchase_104070,31.05.2026 05:30,electronics,0,refund_req_304070,"1.273,42",approve,
"932,32",agent_016,buyer_0455,0,81,purchase_100087,20.05.2026 04:23,clothing,1,refund_req_300087,"555,10",approve,item_not_as_described
"1.050,87",agent_018,buyer_0196,0,53,purchase_100174,01.06.2026 15:07,clothing,1,refund_req_300174,"623,41",approve,item_not_as_described
"23,29",agent_015,buyer_0361,0,85,purchase_102813,02.04.2026 01:46,books,1,refund_req_302813,"13,92",approve,damaged_item
"1.137,45",agent_011,buyer_0155,0,64,purchase_101856,17.06.2026 11:29,electronics,1,refund_req_301856,"476,53",APPROVE,item_not_as_described
"110,75",agent_014,buyer_0076,0,54,purchase_101525,16.04.2026 08:59, clothing ,1,refund_req_301525,"65,93",reject, item_not_as_described 
"385,94",agent_020,buyer_0057,0,54,purchase_102420,08.04.2026 10:50,home,1,refund_req_302420,"120,75",reject,item_not_as_described
"1.284,53",agent_009,buyer_0010,0,81,purchase_101766,03.06.2026 19:34,appliances,1,refund_req_301766,"872,98",approve,damaged_item
"2.139,41",agent_013,buyer_0270,0,106,purchase_100543,06.04.2026 12:22,electronics,0,refund_req_300543,"1.285,81",approve,missing_accessory
"485,84",agent_018,buyer_0500,0,72,purchase_102526,14.05.2026 01:31,home,1,refund_req_302526,"383,33",approve,missing_part
"1.691,31",agent_003,buyer_0422,1,,purchase_104079,19.06.2026 20:27,electronics,0,refund_req_304079,"1.297,75",approve,damaged_item
"2.139,72",agent_001,buyer_0350,0,43,purchase_103147,09.06.2026 00:54,luxury,0,refund_req_303147,"1.840,04",approve,changed_mind
"422,43",agent_003,buyer_0580,0,,purchase_101180,06.04.2026 18:56,FASHION,0,refund_req_301180,"198,03",approve,  changed_mind  
"274,28",agent_028,buyer_0437,0,50,purchase_100910,27.05.2026 01:43,fashion,1,refund_req_300910,"189,87",reject,item_not_as_described
"212,47",agent_702,buyer_0459,0,32,purchase_104450,07.04.2026 10:52,clothing,0,refund_req_304450,"186,29",approve,changed_mind
"439,43",agent_102,buyer_9006,0,37,purchase_104167,14.04.2026 21:23,Sports,1,refund_req_304167,"423,70",approve,damaged_item
"1.490,65",agent_012,buyer_0203,0,65,purchase_103271,14.05.2026 02:05, electronics ,0,refund_req_303271,"1.490,65",approve,missing_accessory
"989,93",agent_015,buyer_0326,0,85,purchase_100981,15.06.2026 22:21,sports,1,refund_req_300981,"654,20",approve,item_not_as_described
"1.042,89",agent_103,buyer_0365,1,28,purchase_102985,14.05.2026 03:46,appliances,0,refund_req_302985,"874,77",approve,missing_part
"962,58",agent_013,buyer_0509,0,79,purchase_101344,09.06.2026 12:54,electronics,0,refund_req_301344,"680,47",approve,missing_accessory
"515,17",agent_004,buyer_0340,0,74,purchase_100259,01.05.2026 11:16,electronics,0,refund_req_300259,"336,50",reject,  missing_accessory  
"269,43",agent_027,buyer_0358,0,80,purchase_102414,21.05.2026 02:53,fashion,0,refund_req_302414,"111,60",approve,wrong_size
"916,60",agent_008,buyer_0048,0,39,purchase_100232,24.05.2026 18:55,electronics,0,refund_req_300232,"272,74",reject,  item_not_as_described  
"2.824,24",agent_103,buyer_0100,0,25,purchase_103400,15.05.2026 10:12,luxury,1,refund_req_303400,"2.824,24",approve,changed_mind
"470,25",agent_103,buyer_0599,0,4,purchase_103608,16.06.2026 02:12,home,0,refund_req_303608,"316,31",approve,missing_part
"464,01",agent_015,buyer_0144,0,115,purchase_100728,14.04.2026 06:37,fashion,0,refund_req_300728,"250,44",reject,item_not_as_described
"1.465,61",agent_016,buyer_0095,0,,purchase_101225,08.05.2026 20:31,appliances,1,refund_req_301225,"957,48",approve,damaged_item
"1.141,17",agent_013,buyer_0586,0,34,purchase_100260,27.04.2026 13:49,electronics,1,refund_req_300260,"268,66", approve ,item_not_as_described
"159,33",agent_018,buyer_0377,1,52,purchase_102583,04.05.2026 09:00,beauty,0,refund_req_302583,"129,45",approve,damaged_item
"1.272,96",agent_102,buyer_9002,0,20,purchase_104163,09.04.2026 17:57,clothing,0,refund_req_304163,"1.174,14",approve,wrong_size
"11,89",agent_015,buyer_0019,0,50,purchase_101318,03.04.2026 23:27,books,1,refund_req_301318,"5,22",  approve  ,damaged_item
"840,44",agent_025,buyer_0258,0,47,purchase_101208,09.05.2026 11:56,appliances,0,refund_req_301208,"442,95",approve,not_working
"56,25",agent_703,buyer_0488,1,23,purchase_104403,13.04.2026 15:38,beauty,1,refund_req_304403,"55,62",approve,changed_mind
"531,79",agent_030,buyer_0358,0,100,purchase_100016,03.04.2026 06:47,home,0,refund_req_300016,"234,09",approve,item_not_as_described
"137,82",agent_019,buyer_0442,0,77,purchase_100848,29.05.2026 01:59,  BEAUTY  ,0,refund_req_300848,"44,93",reject,damaged_item
"1.771,56",agent_702,buyer_0336,0,38,purchase_104468,04.05.2026 18:23,luxury,0,refund_req_304468,"1.582,08",approve,changed_mind
"1.012,84",agent_027,buyer_0322,0,65,purchase_101909,08.05.2026 15:23,books,,refund_req_301909,"664,86",approve,
"245,37",agent_027,buyer_0502,0,92,purchase_100081,17.05.2026 11:23,clothing,1,refund_req_300081,"93,69",approve,changed_mind
"136,58",agent_013,buyer_0120,0,73,purchase_101981,17.04.2026 15:23,fashion,0,refund_req_301981,"92,38",approve,changed_mind
"2.511,27",agent_019,buyer_0234,0,44,purchase_102892,14.06.2026 11:26, luxury ,0,refund_req_302892,"1.420,39",reject,damaged_item
"438,01",agent_002,buyer_0334,0,56,purchase_100624,07.04.2026 14:54,home,1,refund_req_300624,"172,45",APPROVE,missing_part
"1.170,27",agent_005,buyer_600,1,4,purchase_1021,05.06.2026 09:00,LUXURY,0,refund_req_3021,"772,55",approve,damaged_item
"2.020,02",agent_007,buyer_0534,1,33,purchase_103967,21.05.2026 21:44,electronics,1,refund_req_303967,"1.445,40",approve,not_working
